Type,Timestamp,Bytes,Packets,new_Type
IoT,346169,220416,460,IoT
IoT,346181,211244,441,IoT
IoT,346185,217522,454,IoT
IoT,346187,214562,454,IoT
IoT,346189,220548,462,IoT
IoT,346191,220356,459,IoT
IoT,346207,212414,447,IoT
IoT,346211,219171,460,IoT
IoT,346221,218287,455,IoT
IoT,346223,110538,235,IoT
IoT,346227,220416,460,IoT
IoT,346237,108699,226,IoT
IoT,346239,217522,454,IoT
IoT,346241,208433,436,Video
IoT,346245,106344,222,IoT
IoT,346247,217458,453,IoT
IoT,346249,220422,460,IoT
IoT,346255,220416,460,IoT
IoT,346259,220416,460,IoT
IoT,346261,220356,459,IoT
IoT,346265,210007,441,IoT
IoT,346269,220548,462,IoT
IoT,346279,220416,460,IoT
IoT,346283,220416,460,IoT
IoT,346287,218554,459,IoT
IoT,346295,220566,462,IoT
IoT,346305,220626,463,IoT
IoT,346313,212251,444,IoT
IoT,346321,221796,467,IoT
IoT,346329,213568,444,IoT
IoT,346339,221724,466,IoT
IoT,346341,220298,457,IoT
IoT,346355,209912,439,IoT
IoT,346363,213569,444,IoT
IoT,346365,110604,229,IoT
IoT,346377,222032,465,IoT
IoT,346379,221328,460,IoT
IoT,346385,219817,456,IoT
IoT,346393,67171,174,IoT
IoT,346405,221328,460,IoT
IoT,346411,221417,461,IoT
IoT,346413,222817,472,Video
IoT,346415,110664,230,IoT
IoT,346419,221658,465,IoT
IoT,346423,209300,436,IoT
IoT,346439,221268,459,IoT
IoT,346449,210173,437,IoT
IoT,346453,222949,474,IoT
IoT,346457,221268,459,IoT
IoT,346463,221327,460,IoT
IoT,346471,218904,461,IoT
IoT,346473,211010,439,IoT
IoT,346491,221478,462,IoT
IoT,346495,218904,455,IoT
IoT,346497,208664,433,IoT
IoT,346503,219894,470,IoT
IoT,346509,221856,468,IoT
IoT,346517,219032,458,IoT
IoT,346521,213089,443,IoT
IoT,346523,216055,450,IoT
IoT,346545,218358,453,IoT
IoT,346549,215114,448,IoT
IoT,346553,212510,447,IoT
IoT,346555,219811,456,IoT
IoT,346559,217938,459,IoT
IoT,346577,212242,444,IoT
IoT,346583,218846,454,IoT
IoT,346591,220217,458,IoT
IoT,346595,219874,457,IoT
IoT,346603,212806,445,IoT
IoT,346607,220360,458,IoT
IoT,346613,221268,459,IoT
IoT,346622,242895528,509287,IoT
IoT,346628,108714,225,IoT
IoT,346642,217969,452,IoT
IoT,346651,221544,462,IoT
IoT,346660,240,4,Video
IoT,346670,403462,842,IoT
IoT,346680,404304,842,IoT
IoT,346694,404642,841,IoT
IoT,346720,789180,1644,IoT
IoT,346726,395011,821,IoT
IoT,346742,791783,1655,IoT
IoT,346746,797454,1666,IoT
IoT,346748,794668,1656,IoT
IoT,346752,394598,821,IoT
IoT,346760,794279,1650,IoT
IoT,346766,793116,1651,IoT
IoT,346782,105436,221,IoT
IoT,346784,220488,461,IoT
IoT,346788,109796,231,IoT
IoT,346794,219450,458,IoT
IoT,346812,215101,449,IoT
IoT,346816,219456,458,IoT
IoT,346822,220339,461,IoT
IoT,346824,217462,453,IoT
IoT,346842,221365,464,IoT
IoT,346848,321518,673,IoT
IoT,346850,108342,233,IoT
IoT,346852,218060,456,IoT
IoT,346860,220506,461,IoT
IoT,346872,218484,456,IoT
IoT,346882,221245,462,IoT
IoT,346892,218486,456,IoT
IoT,346894,216070,451,IoT
IoT,346896,217288,463,IoT
IoT,346898,214620,448,IoT
IoT,346900,217125,454,IoT
IoT,346906,220356,459,IoT
IoT,346918,219934,459,IoT
IoT,346920,217390,458,IoT
IoT,346930,214562,454,IoT
IoT,346932,220548,462,IoT
IoT,346934,220356,459,IoT
IoT,346946,220415,460,IoT
IoT,346968,220422,460,IoT
IoT,346976,215527,449,IoT
IoT,346978,215107,449,IoT
IoT,346984,208433,436,Video
IoT,346988,106344,222,IoT
IoT,346994,107436,226,IoT
IoT,346998,220416,460,IoT
IoT,347002,220416,460,IoT
IoT,347004,220356,459,IoT
IoT,347024,220488,461,IoT
IoT,347028,221047,463,IoT
IoT,347032,205931,430,IoT
IoT,347044,205872,429,Video
IoT,347048,220626,463,IoT
IoT,347050,221973,461,IoT
IoT,347052,222048,471,IoT
IoT,347058,219741,461,IoT
IoT,347064,221796,467,IoT
IoT,347072,213568,444,IoT
IoT,347084,220298,457,IoT
IoT,347088,221478,462,IoT
IoT,347094,221328,460,IoT
IoT,347096,221942,464,IoT
IoT,347102,104298,216,IoT
IoT,347120,222032,465,IoT
IoT,347130,215013,453,IoT
IoT,347134,211086,438,IoT
IoT,347136,67171,174,IoT
IoT,347140,220489,461,IoT
IoT,347150,111000,235,IoT
IoT,347152,221328,460,IoT
IoT,347158,110664,230,IoT
IoT,347178,222217,463,IoT
IoT,347184,219032,458,IoT
IoT,347190,214719,455,IoT
IoT,347198,221328,460,IoT
IoT,347208,219210,466,Video
IoT,347212,221388,461,IoT
IoT,347214,218904,461,IoT
IoT,347216,211010,439,IoT
IoT,347220,215033,447,IoT
IoT,347226,221388,461,IoT
IoT,347232,218418,454,IoT
IoT,347238,218904,455,IoT
IoT,347244,208323,434,IoT
IoT,347248,219600,459,IoT
IoT,347256,220217,458,IoT
IoT,347264,213089,443,IoT
IoT,347280,220001,460,IoT
IoT,347282,221418,461,IoT
IoT,347288,218358,453,IoT
IoT,347300,220972,462,IoT
IoT,347302,217938,459,IoT
IoT,347304,221328,460,IoT
IoT,347306,221729,466,IoT
IoT,347322,215602,449,IoT
IoT,347326,218846,454,IoT
IoT,347332,221478,462,IoT
IoT,347340,220396,466,IoT
IoT,347348,216534,451,IoT
IoT,347354,219251,456,IoT
IoT,347364,216258,453,IoT
IoT,347371,108714,225,IoT
IoT,347381,209292,435,IoT
IoT,347387,79742,238,IoT
IoT,347390,221424,460,IoT
IoT,347396,220317,458,IoT
IoT,347398,209722,435,IoT
IoT,347403,240,4,Video
IoT,347405,120,2,Video
IoT,347407,76269,169,IoT
IoT,347411,362000,865,IoT
IoT,347413,403462,842,IoT
IoT,347419,375802,784,IoT
IoT,347443,394437,819,IoT
IoT,347451,793334,1649,IoT
IoT,347471,787795,1647,IoT
IoT,347475,793325,1655,IoT
IoT,347483,791590,1653,IoT
IoT,347485,791783,1655,IoT
IoT,347493,784739,1631,IoT
IoT,347497,783350,1635,IoT
IoT,347501,397834,831,IoT
IoT,347505,792162,1643,IoT
IoT,347507,801205,1667,IoT
IoT,347525,105436,221,IoT
IoT,347529,220416,460,IoT
IoT,347535,218488,456,IoT
IoT,347541,220680,464,IoT
IoT,347543,216642,453,IoT
IoT,347545,215455,450,IoT
IoT,347547,214318,456,IoT
IoT,347555,215101,449,IoT
IoT,347559,219456,458,IoT
IoT,347561,220416,460,IoT
IoT,347573,221120,465,IoT
IoT,347605,221641,468,IoT
IoT,347607,220416,460,IoT
IoT,347609,220356,459,IoT
IoT,347633,216204,460,IoT
IoT,347637,216070,451,IoT
IoT,347643,217125,454,IoT
IoT,347659,217518,454,IoT
IoT,347661,219934,459,IoT
IoT,347675,220548,462,IoT
IoT,347681,220416,460,IoT
IoT,347685,110268,231,IoT
IoT,347693,212414,447,IoT
IoT,347695,209459,439,IoT
IoT,347703,220812,466,IoT
IoT,347709,110538,235,IoT
IoT,347717,221094,470,IoT
IoT,347727,208433,436,Video
IoT,347731,106344,222,IoT
IoT,347735,220422,460,IoT
IoT,347737,107436,226,IoT
IoT,347739,221120,465,IoT
IoT,347741,220416,460,IoT
IoT,347743,110676,237,IoT
IoT,347753,215871,450,IoT
IoT,347755,220548,462,IoT
IoT,347763,219389,457,IoT
IoT,347771,221047,463,IoT
IoT,347783,220620,463,IoT
IoT,347787,205872,429,Video
IoT,347789,219012,464,IoT
IoT,347811,221418,461,IoT
IoT,347813,211623,442,IoT
IoT,347815,213568,444,IoT
IoT,347819,215683,458,IoT
IoT,347821,212208,442,IoT
IoT,347827,220298,457,IoT
IoT,347837,221328,460,IoT
IoT,347853,221478,462,IoT
IoT,347855,221451,464,IoT
IoT,347861,221592,464,IoT
IoT,347867,221532,463,IoT
IoT,347877,211086,438,IoT
IoT,347879,67171,174,IoT
IoT,347893,111000,235,IoT
IoT,347895,221328,460,IoT
IoT,347897,221417,461,IoT
IoT,347899,222817,472,Video
IoT,347907,105950,223,IoT
IoT,347913,207663,437,IoT
IoT,347925,221268,459,IoT
IoT,347927,219032,458,IoT
IoT,347929,221328,460,IoT
IoT,347933,214719,455,IoT
IoT,347937,210948,441,IoT
IoT,347941,221328,460,IoT
IoT,347943,221268,459,IoT
IoT,347945,222542,473,Video
IoT,347947,221418,461,IoT
IoT,347949,221327,460,IoT
IoT,347951,219210,466,Video
IoT,347953,221268,459,IoT
IoT,347955,221388,461,IoT
IoT,347959,211010,439,IoT
IoT,347963,215033,447,IoT
IoT,347967,221742,466,IoT
IoT,347973,221532,463,IoT
IoT,347975,218418,454,IoT
IoT,347977,221478,462,IoT
IoT,347985,221280,473,IoT
IoT,347987,208323,434,IoT
IoT,347989,219894,470,IoT
IoT,348001,221460,462,IoT
IoT,348007,213089,443,IoT
IoT,348017,220159,457,IoT
IoT,348023,220001,460,IoT
IoT,348029,218418,454,IoT
IoT,348031,218358,453,IoT
IoT,348045,217938,459,IoT
IoT,348047,221328,460,IoT
IoT,348053,221388,461,IoT
IoT,348055,218964,462,IoT
IoT,348061,218950,462,IoT
IoT,348075,221478,462,IoT
IoT,348079,219108,458,IoT
IoT,348085,217544,453,IoT
IoT,348087,219388,456,IoT
IoT,348089,212806,445,IoT
IoT,348099,221268,459,IoT
IoT,348101,221592,464,IoT
IoT,348103,221942,464,IoT
IoT,348105,219478,457,IoT
IoT,348112,221424,460,IoT
IoT,348116,215692,449,IoT
IoT,348118,216581,450,IoT
IoT,348128,217969,452,IoT
IoT,348139,220317,458,IoT
IoT,348142,280739828,593354,IoT
IoT,348146,240,4,Video
IoT,348156,403462,842,IoT
IoT,348162,375802,784,IoT
IoT,348194,793334,1649,IoT
IoT,348198,396426,824,IoT
IoT,348200,882298,1834,IoT
IoT,348202,866729,1803,IoT
IoT,348206,789180,1644,IoT
IoT,348212,395011,821,IoT
IoT,348228,791783,1655,IoT
IoT,348230,398270,826,IoT
IoT,348234,794668,1656,IoT
IoT,348246,794279,1650,IoT
IoT,348250,801205,1667,IoT
IoT,348254,405089,841,IoT
IoT,348266,217323,453,IoT
IoT,348268,105436,221,IoT
IoT,348282,106288,221,IoT
IoT,348284,220680,464,IoT
IoT,348296,215940,456,IoT
IoT,348300,220746,465,Video
IoT,348302,219456,458,IoT
IoT,348316,221120,465,IoT
IoT,348322,220356,459,IoT
IoT,348324,220680,464,IoT
IoT,348326,220988,462,IoT
IoT,348330,220680,464,IoT
IoT,348334,321518,673,IoT
IoT,348340,217518,454,IoT
IoT,348344,220416,460,IoT
IoT,348346,220506,461,IoT
IoT,348348,221641,468,IoT
IoT,348350,220416,460,IoT
IoT,348360,328255,692,IoT
IoT,348372,220356,459,IoT
IoT,348376,216204,460,IoT
IoT,348380,216070,451,IoT
IoT,348382,217288,463,IoT
IoT,348386,217125,454,IoT
IoT,348408,210203,440,IoT
IoT,348412,220542,462,IoT
IoT,348420,220356,459,IoT
IoT,348426,217608,455,IoT
IoT,348446,220812,466,IoT
IoT,348452,110538,235,IoT
IoT,348458,110822,234,IoT
IoT,348460,221094,470,IoT
IoT,348478,220422,460,IoT
IoT,348486,110676,237,IoT
IoT,348490,220356,459,IoT
IoT,348496,215871,450,IoT
IoT,348498,220548,462,IoT
IoT,348502,213306,448,IoT
IoT,348506,219389,457,IoT
IoT,348510,220488,461,IoT
IoT,348512,220416,460,IoT
IoT,348520,219450,458,IoT
IoT,348530,205872,429,Video
IoT,348534,220626,463,IoT
IoT,348542,212251,444,IoT
IoT,348544,219741,461,IoT
IoT,348556,211623,442,IoT
IoT,348562,215683,458,IoT
IoT,348566,219873,457,IoT
IoT,348568,221724,466,IoT
IoT,348570,220298,457,IoT
IoT,348578,221460,462,IoT
IoT,348584,209912,439,IoT
IoT,348586,214542,446,IoT
IoT,348588,104298,216,IoT
IoT,348592,213569,444,IoT
IoT,348598,221451,464,IoT
IoT,348614,219817,456,IoT
IoT,348616,215013,453,IoT
IoT,348622,67171,174,IoT
IoT,348624,191262,474,IoT
IoT,348626,220489,461,IoT
IoT,348640,221417,461,IoT
IoT,348648,221658,465,IoT
IoT,348654,219388,456,IoT
IoT,348660,221328,460,IoT
IoT,348662,222078,471,IoT
IoT,348664,222217,463,IoT
IoT,348682,222949,474,IoT
IoT,348692,221327,460,IoT
IoT,348704,208959,444,IoT
IoT,348706,215033,447,IoT
IoT,348708,221457,463,IoT
IoT,348710,221742,466,IoT
IoT,348712,221388,461,IoT
IoT,348714,221328,460,IoT
IoT,348716,221532,463,IoT
IoT,348726,208664,433,IoT
IoT,348728,221280,473,IoT
IoT,348740,221418,461,IoT
IoT,348742,220217,458,IoT
IoT,348746,219032,458,IoT
IoT,348750,213089,443,IoT
IoT,348754,218886,461,IoT
IoT,348756,210658,438,IoT
IoT,348770,221724,466,IoT
IoT,348788,217938,459,IoT
IoT,348792,221729,466,IoT
IoT,348796,221388,461,IoT
IoT,348808,215602,449,IoT
IoT,348812,218846,454,IoT
IoT,348814,217933,453,IoT
IoT,348816,221592,464,IoT
IoT,348820,220217,458,IoT
IoT,348830,219388,456,IoT
IoT,348832,212806,445,IoT
IoT,348838,215862,453,IoT
IoT,348846,221942,464,IoT
IoT,348848,219478,457,IoT
IoT,348850,216258,453,IoT
IoT,348853,221424,460,IoT
IoT,348873,79742,238,IoT
IoT,348905,375802,784,IoT
IoT,348917,396908,825,IoT
IoT,348943,882298,1834,IoT
IoT,348955,395011,821,IoT
IoT,348957,787795,1647,IoT
IoT,348961,793325,1655,IoT
IoT,348963,796849,1657,IoT
IoT,348983,783350,1635,IoT
IoT,348989,794279,1650,IoT
IoT,348999,797389,1659,IoT
IoT,349001,797574,1655,IoT
IoT,349057,207008,472,IoT
IoT,349063,220482,461,IoT
IoT,349073,220680,464,IoT
IoT,349085,220620,463,IoT
IoT,349089,220506,461,IoT
IoT,349097,202466,428,IoT
IoT,349107,218343,460,IoT
IoT,349113,220944,468,IoT
IoT,349117,220416,460,IoT
IoT,349129,217125,454,IoT
IoT,349133,215588,450,Video
IoT,349135,220356,459,IoT
IoT,349137,220812,466,IoT
IoT,349143,220752,465,IoT
IoT,349145,217518,454,IoT
IoT,349149,217390,458,IoT
IoT,349151,210203,440,IoT
IoT,349153,211244,441,IoT
IoT,349155,220542,462,IoT
IoT,349157,217522,454,IoT
IoT,349169,217608,455,IoT
IoT,349171,110268,231,IoT
IoT,349177,217590,455,IoT
IoT,349181,209459,439,IoT
IoT,349187,213594,445,IoT
IoT,349195,110538,235,IoT
IoT,349203,221094,470,IoT
IoT,349207,215107,449,IoT
IoT,349217,106344,222,IoT
IoT,349219,217458,453,IoT
IoT,349233,220356,459,IoT
IoT,349241,220548,462,IoT
IoT,349243,217456,453,IoT
IoT,349249,219389,457,IoT
IoT,349251,220416,460,IoT
IoT,349273,205872,429,Video
IoT,349277,220626,463,IoT
IoT,349309,219873,457,IoT
IoT,349325,221942,464,IoT
IoT,349329,214542,446,IoT
IoT,349331,104298,216,IoT
IoT,349341,221451,464,IoT
IoT,349347,221592,464,IoT
IoT,349365,67171,174,IoT
IoT,349371,110754,231,IoT
IoT,349385,222817,472,Video
IoT,349389,218418,454,IoT
IoT,349423,210948,441,IoT
IoT,349443,218904,461,IoT
IoT,349449,215033,447,IoT
IoT,349457,221328,460,IoT
IoT,349459,221532,463,IoT
IoT,349461,218418,454,IoT
IoT,349465,222949,474,IoT
IoT,349467,218904,455,IoT
IoT,349489,219032,458,IoT
IoT,349499,210658,438,IoT
IoT,349501,220906,466,IoT
IoT,349509,220001,460,IoT
IoT,349523,221187,460,IoT
IoT,349529,220972,462,IoT
IoT,349533,221328,460,IoT
IoT,349539,221388,461,IoT
IoT,349553,219986,465,IoT
IoT,349561,221478,462,IoT
IoT,349567,219874,457,IoT
IoT,349571,217544,453,IoT
IoT,349575,212806,445,IoT
IoT,349581,215862,453,IoT
IoT,349587,221592,464,IoT
IoT,349598,221424,460,IoT
IoT,349610,209292,435,IoT
IoT,349614,217969,452,IoT
IoT,349617,245378979,514572,IoT
IoT,349621,110862,232,IoT
IoT,349636,76269,169,IoT
IoT,349638,453228,965,IoT
IoT,349640,362000,865,IoT
IoT,349672,394437,819,IoT
IoT,349688,866729,1803,IoT
IoT,349696,774698,1619,IoT
IoT,349706,796849,1657,IoT
IoT,349710,396460,828,IoT
IoT,349716,398270,826,IoT
IoT,349718,797454,1666,IoT
IoT,349720,794668,1656,IoT
IoT,349732,794279,1650,IoT
IoT,349734,792162,1643,IoT
IoT,349744,797574,1655,IoT
IoT,349750,218754,460,IoT
IoT,349758,220416,460,IoT
IoT,349768,106288,221,IoT
IoT,349778,218424,455,IoT
IoT,349786,220746,465,Video
IoT,349794,220339,461,IoT
IoT,349796,217462,453,IoT
IoT,349806,220482,461,IoT
IoT,349808,220356,459,IoT
IoT,349812,220988,462,IoT
IoT,349814,221365,464,IoT
IoT,349816,220680,464,IoT
IoT,349820,321518,673,IoT
IoT,349838,220356,459,IoT
IoT,349840,202466,428,IoT
IoT,349864,218486,456,IoT
IoT,349878,220356,459,IoT
IoT,349880,220812,466,IoT
IoT,349888,217518,454,IoT
IoT,349890,219934,459,IoT
IoT,349894,210203,440,IoT
IoT,349898,220542,462,IoT
IoT,349900,217522,454,IoT
IoT,349904,220548,462,IoT
IoT,349912,217608,455,IoT
IoT,349918,220415,460,IoT
IoT,349932,220812,466,IoT
IoT,349938,110538,235,IoT
IoT,349940,220422,460,IoT
IoT,349942,220416,460,IoT
IoT,349944,110822,234,IoT
IoT,349950,215107,449,IoT
IoT,349954,217522,454,IoT
IoT,349980,210007,441,IoT
IoT,349984,220548,462,IoT
IoT,349986,217456,453,IoT
IoT,349990,214466,458,IoT
IoT,349994,220416,460,IoT
IoT,349996,220488,461,IoT
IoT,350000,221047,463,IoT
IoT,350034,221328,460,IoT
IoT,350036,221796,467,IoT
IoT,350038,221328,460,IoT
IoT,350044,213568,444,IoT
IoT,350048,215683,458,IoT
IoT,350050,212208,442,IoT
IoT,350052,219873,457,IoT
IoT,350060,221478,462,IoT
IoT,350062,222157,462,IoT
IoT,350064,221460,462,IoT
IoT,350066,221328,460,IoT
IoT,350072,214542,446,IoT
IoT,350074,104298,216,IoT
IoT,350086,221328,460,IoT
IoT,350090,221592,464,IoT
IoT,350092,222032,465,IoT
IoT,350100,219817,456,IoT
IoT,350104,212461,442,IoT
IoT,350110,191262,474,IoT
IoT,350114,110754,231,IoT
IoT,350122,111000,235,IoT
IoT,350124,221328,460,IoT
IoT,350128,222817,472,Video
IoT,350132,218418,454,IoT
IoT,350140,219388,456,IoT
IoT,350144,110119,228,IoT
IoT,350154,221268,459,IoT
IoT,350156,219032,458,IoT
IoT,350160,216478,450,Video
IoT,350168,222949,474,IoT
IoT,350172,221268,459,IoT
IoT,350182,221268,459,IoT
IoT,350184,221388,461,IoT
IoT,350186,218904,461,IoT
IoT,350196,221742,466,IoT
IoT,350200,221328,460,IoT
IoT,350218,219894,470,IoT
IoT,350220,219600,459,IoT
IoT,350246,220159,457,IoT
IoT,350248,220358,458,IoT
IoT,350264,215114,448,IoT
IoT,350266,221187,460,IoT
IoT,350268,212510,447,IoT
IoT,350272,220972,462,IoT
IoT,350282,221388,461,IoT
IoT,350288,219330,455,IoT
IoT,350298,218846,454,IoT
IoT,350302,221592,464,IoT
IoT,350310,219874,457,IoT
IoT,350314,217544,453,IoT
IoT,350316,219388,456,IoT
IoT,350318,212806,445,IoT
IoT,350320,216534,451,IoT
IoT,350322,220360,458,IoT
IoT,350324,215862,453,IoT
IoT,350332,221942,464,IoT
IoT,350347,216581,450,IoT
IoT,350353,209292,435,IoT
IoT,350360,245378979,514572,IoT
IoT,350375,240,4,Video
IoT,350379,76269,169,IoT
IoT,350395,404304,842,IoT
IoT,350415,394437,819,IoT
IoT,350435,789180,1644,IoT
IoT,350441,395011,821,IoT
IoT,350443,787795,1647,IoT
IoT,350459,398270,826,IoT
IoT,350467,394598,821,IoT
IoT,350469,783350,1635,IoT
IoT,350475,794279,1650,IoT
IoT,350479,801205,1667,IoT
IoT,350481,793116,1651,IoT
IoT,350489,164973,344,IoT
IoT,350491,214562,447,IoT
IoT,350495,217323,453,IoT
IoT,350537,220339,461,IoT
IoT,350555,220988,462,IoT
IoT,350561,201046,419,IoT
IoT,350563,321518,673,IoT
IoT,350567,218060,456,IoT
IoT,350571,220620,463,IoT
IoT,350585,218222,459,IoT
IoT,350607,218486,456,IoT
IoT,350629,220752,465,IoT
IoT,350631,217518,454,IoT
IoT,350635,217390,458,IoT
IoT,350637,210203,440,IoT
IoT,350639,211244,441,IoT
IoT,350647,220548,462,IoT
IoT,350651,220680,464,IoT
IoT,350653,220416,460,IoT
IoT,350657,110268,231,IoT
IoT,350669,219171,460,IoT
IoT,350675,220812,466,IoT
IoT,350677,220566,462,IoT
IoT,350681,110538,235,IoT
IoT,350683,220422,460,IoT
IoT,350695,108699,226,IoT
IoT,350707,220422,460,IoT
IoT,350715,110676,237,IoT
IoT,350723,210007,441,IoT
IoT,350725,215871,450,IoT
IoT,350729,217456,453,IoT
IoT,350735,219389,457,IoT
IoT,350745,218554,459,IoT
IoT,350763,220626,463,IoT
IoT,350767,222048,471,IoT
IoT,350769,214478,445,IoT
IoT,350787,213568,444,IoT
IoT,350791,215683,458,IoT
IoT,350795,219873,457,IoT
IoT,350797,221724,466,IoT
IoT,350799,220298,457,IoT
IoT,350801,221652,465,IoT
IoT,350803,221478,462,IoT
IoT,350807,221460,462,IoT
IoT,350811,221942,464,IoT
IoT,350813,209912,439,IoT
IoT,350815,214542,446,IoT
IoT,350827,221451,464,IoT
IoT,350829,221328,460,IoT
IoT,350833,221592,464,IoT
IoT,350835,222032,465,IoT
IoT,350837,221328,460,IoT
IoT,350847,212461,442,IoT
IoT,350849,211086,438,IoT
IoT,350853,191262,474,IoT
IoT,350855,220489,461,IoT
IoT,350859,221724,466,IoT
IoT,350861,221268,459,IoT
IoT,350871,222817,472,Video
IoT,350881,209300,436,IoT
IoT,350883,219388,456,IoT
IoT,350889,221328,460,IoT
IoT,350901,221328,460,IoT
IoT,350911,222949,474,IoT
IoT,350913,221328,460,IoT
IoT,350917,222542,473,Video
IoT,350925,221268,459,IoT
IoT,350947,218418,454,IoT
IoT,350949,221478,462,IoT
IoT,350965,220358,458,IoT
IoT,350977,221107,469,IoT
IoT,350991,220358,458,IoT
IoT,350995,220001,460,IoT
IoT,350999,221724,466,IoT
IoT,351003,218358,453,IoT
IoT,351005,215618,456,IoT
IoT,351019,221328,460,IoT
IoT,351025,221388,461,IoT
IoT,351027,218964,462,IoT
IoT,351029,218277,454,IoT
IoT,351033,218950,462,IoT
IoT,351037,215602,449,IoT
IoT,351041,218846,454,IoT
IoT,351043,217933,453,IoT
IoT,351049,220217,458,IoT
IoT,351071,221268,459,IoT
IoT,351075,221942,464,IoT
IoT,351080,242895528,509287,IoT
IoT,351082,221424,460,IoT
IoT,351084,221424,460,IoT
IoT,351094,106348,221,IoT
IoT,351113,209722,435,IoT
IoT,351118,240,4,Video
IoT,351126,362000,865,IoT
IoT,351146,396908,825,IoT
IoT,351152,404642,841,IoT
IoT,351166,793334,1649,IoT
IoT,351186,787795,1647,IoT
IoT,351196,396460,828,IoT
IoT,351202,398270,826,IoT
IoT,351204,797454,1666,IoT
IoT,351218,794279,1650,IoT
IoT,351222,801205,1667,IoT
IoT,351224,793116,1651,IoT
IoT,351228,797389,1659,IoT
IoT,351230,797574,1655,IoT
IoT,351236,218754,460,IoT
IoT,351238,217323,453,IoT
IoT,351244,220416,460,IoT
IoT,351248,221160,471,IoT
IoT,351252,219450,458,IoT
IoT,351262,214318,456,IoT
IoT,351274,219456,458,IoT
IoT,351276,220416,460,IoT
IoT,351280,220339,461,IoT
IoT,351312,217518,454,IoT
IoT,351314,220620,463,IoT
IoT,351318,220506,461,IoT
IoT,351320,221641,468,IoT
IoT,351324,220356,459,IoT
IoT,351326,202466,428,IoT
IoT,351336,218343,460,IoT
IoT,351340,221245,462,IoT
IoT,351348,216204,460,IoT
IoT,351366,220812,466,IoT
IoT,351376,219934,459,IoT
IoT,351388,214562,454,IoT
IoT,351390,220548,462,IoT
IoT,351392,220356,459,IoT
IoT,351396,220416,460,IoT
IoT,351400,110268,231,IoT
IoT,351410,209459,439,IoT
IoT,351416,213594,445,IoT
IoT,351426,220422,460,IoT
IoT,351440,217522,454,IoT
IoT,351460,220416,460,IoT
IoT,351474,213306,448,IoT
IoT,351478,219389,457,IoT
IoT,351490,205931,430,IoT
IoT,351494,221029,464,IoT
IoT,351498,220620,463,IoT
IoT,351500,218482,456,IoT
IoT,351506,220626,463,IoT
IoT,351508,221973,461,IoT
IoT,351512,214478,445,IoT
IoT,351518,221862,464,IoT
IoT,351522,221796,467,IoT
IoT,351538,219873,457,IoT
IoT,351546,221478,462,IoT
IoT,351548,222157,462,IoT
IoT,351550,221460,462,IoT
IoT,351556,209912,439,IoT
IoT,351566,110604,229,IoT
IoT,351584,217446,452,IoT
IoT,351600,110754,231,IoT
IoT,351604,221268,459,IoT
IoT,351612,221417,461,IoT
IoT,351620,221658,465,IoT
IoT,351624,209300,436,IoT
IoT,351638,111120,237,IoT
IoT,351640,221268,459,IoT
IoT,351646,216478,450,Video
IoT,351662,221418,461,IoT
IoT,351668,221268,459,IoT
IoT,351676,208959,444,IoT
IoT,351690,218418,454,IoT
IoT,351712,221418,461,IoT
IoT,351718,219032,458,IoT
IoT,351754,212510,447,IoT
IoT,351756,219811,456,IoT
IoT,351764,221729,466,IoT
IoT,351766,219454,457,IoT
IoT,351774,219330,455,IoT
IoT,351790,221478,462,IoT
IoT,351794,219108,458,IoT
IoT,351796,219874,457,IoT
IoT,351806,216534,451,IoT
IoT,351814,221268,459,IoT
IoT,351818,221942,464,IoT
IoT,351823,242895528,509287,IoT
IoT,351827,221424,460,IoT
IoT,351831,215692,449,IoT
IoT,351833,216581,450,IoT
IoT,351835,217883,453,IoT
IoT,351837,106348,221,IoT
IoT,351845,79742,238,IoT
IoT,351848,221424,460,IoT
IoT,351869,362000,865,IoT
IoT,351871,403462,842,IoT
IoT,351873,760888,1586,IoT
IoT,351895,404642,841,IoT
IoT,351917,866729,1803,IoT
IoT,351925,774698,1619,IoT
IoT,351937,792382,1648,IoT
IoT,351941,791590,1653,IoT
IoT,351945,398270,826,IoT
IoT,351963,792162,1643,IoT
IoT,351967,793116,1651,IoT
IoT,351969,405089,841,IoT
IoT,351971,797389,1659,IoT
IoT,351973,797574,1655,IoT
IoT,351975,164973,344,IoT
IoT,351993,218488,456,IoT
IoT,351995,219450,458,IoT
IoT,352009,220416,460,IoT
IoT,352011,215940,456,IoT
IoT,352019,220416,460,IoT
IoT,352023,220339,461,IoT
IoT,352027,176522,426,IoT
IoT,352029,207008,472,IoT
IoT,352035,220482,461,IoT
IoT,352037,220356,459,IoT
IoT,352047,201046,419,IoT
IoT,352049,321518,673,IoT
IoT,352065,220416,460,IoT
IoT,352077,108275,226,IoT
IoT,352081,214357,450,IoT
IoT,352083,221245,462,IoT
IoT,352085,220944,468,IoT
IoT,352089,220416,460,IoT
IoT,352107,220356,459,IoT
IoT,352109,220812,466,IoT
IoT,352111,221120,465,IoT
IoT,352123,210203,440,IoT
IoT,352129,217522,454,IoT
IoT,352153,209459,439,IoT
IoT,352155,219171,460,IoT
IoT,352171,220416,460,IoT
IoT,352185,208433,436,Video
IoT,352189,106344,222,IoT
IoT,352191,217458,453,IoT
IoT,352201,110676,237,IoT
IoT,352205,220356,459,IoT
IoT,352209,210007,441,IoT
